,player_id,player_name_comma,player_birthday,total_matches,total_points
0,12954,"MALE, Francis",1890-07-06,21,-
0,10557,"MALONE, Don",1938-06-01,84,48
0,13959,"MALONE, Donald",1985-07-29,2,4
0,12956,"MALONEY, Bill",-,2,-
0,10597,"MALONEY, Cec",1934-01-01,3,3
0,13818,"MALONEY, James",1986-06-15,247,"1,825"
0,10502,"MALONEY, Larry",-,12,9
0,12955,"MALONEY, Ray",-,4,-
0,3137,"MALU, John",1978-05-24,4,-
0,33065,"MAM, Ezra",2003-01-31,57+,132
0,1823,"MAMANDO, Bruce",1974-01-20,32,32
0,2584,"MAMO, Danny",1972-06-07,2,-
0,20801,"MAMO, Jake",1994-06-06,29,44
0,27280,"MAMOUZELOS, Peter",2001-01-09,26+,8
0,4379,"MANCUSO, Noel",-,2,-
0,1488,"MANDALIDIS, Chris",1975-01-10,6,-
0,8731,"MANDIBLE, Eddie",1885-05-11,2,3
0,10086,"MANGAN, Jim",-,11,21
0,7826,"MANIHERA, Kaine",1986-12-25,9,8
0,7544,"MANN, Bruce",1926-01-14,157,115
0,348,"MANN, Duane",1965-06-28,13,12
0,4472,"MANN, George",1965-07-31,8,-
0,11369,"MANN, John",-,7,3
0,20260,"MANN, Kurt",1993-03-01,195+,189
0,4006,"MANN, Phil",1953-10-16,60,60
0,13821,"MANNAH, Jon",1989-09-13,24,8
0,13577,"MANNAH, Tim",1988-02-15,233,24
0,2246,"MANNERING, Simon",1986-08-28,301,252
0,9763,"MANNING, Dave",1910-04-21,52,3
0,1737,"MANNING, John",1978-02-23,15,12
0,3040,"MANNING, Matt",1974-01-08,5,28
0,9418,"MANNING, Mick",-,14,9
0,4272,"MANNIX, Max",-,25,4
0,9481,"MANNIX, Sid",1910-07-13,37,24
0,20808,"MANSFIELD, A",-,1,-
0,5189,"MANSFIELD, Brad",-,2,-
0,9667,"MANSFIELD, George",-,4,3
0,4273,"MANSFIELD, Glenn",1962-05-17,45,12
0,9773,"MANSON, Don",1918-07-29,21,72
0,16868,"MANSOUR, Josh",1990-06-17,174,344
0,9129,"MANSTED, Joe",1894-11-25,52,33
0,9151,"MANSTED, Sidney",-,19,12
0,6034,"MANTEIT, Dennis",1943-02-18,98,45
0,16332,"MANTELLATO, Josh",1987-04-21,2,16
0,12959,"MANTLE, Jack",-,4,-
0,12958,"MANTLE, William",1886-03-05,8,-
0,12448,"MANTON, Cec",-,11,3
0,31334,"MANU, Falakiko",1997-05-11,4,-
0,22779,"MANU, Joseph",1996-06-29,181,276
0,5653,"MANU, Sika",1987-01-22,148,92
0,814,"MANU, Willie",1980-03-20,87,24
0,2838,"MANUA, Clifford",1980-09-12,10,-
0,3571,"MANUA, Lafi",1978-03-26,2,-
0,1349,"MANUEL, Odell",1978-01-12,58,76
0,20250,"MANUMALEALII, Penani",1992-06-14,2,-
0,1623,"MANUOKAFOA, Manase",1985-03-24,89,16
0,12960,"MANWARING, Oscar",1890-06-19,4,-
0,33976,"MAPAPALANGI, Krystian",2002-11-04,6,4
0,121,"MAPP, Darren",1980-10-08,66,20
0,15033,"MARA, Alehana",1989-11-01,16,-
0,10614,"MARA, Bob",1940-07-19,164,252
0,4280,"MARA, Gary",1962-08-09,3,6
0,4094,"MARA, Les",-,81,72
0,19801,"MARANTA, Lachlan",1992-04-17,72,120
0,12961,"MARCELLOS, Harry",-,4,-
0,965,"MARES, Paul",1963-09-20,79,12
0,12962,"MARGAN, Don",1936-03-09,3,-
0,4106,"MARINA, Angel",-,22,34
0,33757,"MARINER, Deine",2003-04-25,27+,88
0,12963,"MARINKOVICH, Marc",-,2,-
0,3816,"MARINO, Frank",-,25,-
0,2706,"MARINOS, Andy",1973-11-13,1,-
0,33761,"MARIOTA, Ata",2001-12-28,41+,12
0,14555,"MARKETO, Jake",1989-02-17,51,20
0,4207,"MARKETO, Michael",1959-05-27,59,12
0,12964,"MARKOU, Bill",1954-12-03,7,-
0,14270,"MARKOU, Michael",1963-05-30,1,-
0,9679,"MARKS, James",1914-05-14,45,6
0,1679,"MARLAND, Chris",1972-07-07,5,4
0,1797,"MAROON, Darren",1966-05-04,61,8
0,605,"MARQUET, Paul",1969-09-26,231,84
0,23922,"MARR, Greg",-,1,-
0,2502,"MARR, Kevin",1965-04-22,44,8
0,30675,"MARSCHKE, Benjamin",1997-06-19,13,4
0,35631,"MARSCHKE, Jesse",1997-06-19,6,-
0,5949,"MARSH, Bill",1929-04-23,142,94
0,11339,"MARSH, John",1951-06-30,5,3
0,770,"MARSH, PJ",1980-02-19,158,114
0,312,"MARSHALL, Benji",1985-02-25,346,"1,232"
0,12966,"MARSHALL, F",-,1,-
0,12967,"MARSHALL, Keith",-,2,10
0,4096,"MARSHALL, Shane",-,14,55
0,8712,"MARSHALL, Sid",1882-09-07,13,19
0,4456,"MARSHALL, Wayne",1963-11-07,58,48
0,23993,"MARSHALL-KING, Jeremy",1995-12-02,132+,56
0,22073,"MARSTERS, Esan",1996-08-17,86,276
0,28643,"MARSTERS, Steven",1999-10-19,6,4
0,1476,"MARTEENE, Shane",1977-05-25,94,88
0,8949,"MARTIN, Anthony",-,21,18
0,9504,"MARTIN, Bernie",1909-10-04,58,81
0,32730,"MARTIN, Bill",1935-09-29,1,-
0,10690,"MARTIN, Billy",1936-05-24,14,12
0,2900,"MARTIN, Brook",1981-03-27,1,-
0,49167,"MARTIN, Bruce",-,1,-
0,51770,"MARTIN, Eddie",1912-01-18,3,-
0,12968,"MARTIN, Ern",1910-02-09,3,-
0,7526,"MARTIN, George",1931-06-26,71,132
0,9993,"MARTIN, Harry",1918-05-25,25,27
0,11041,"MARTIN, Ian",1951-07-01,159,102
0,14231,"MARTIN, James",1888-04-01,1,-
0,1829,"MARTIN, Jason",1970-09-14,102,29
0,2519,"MARTIN, Jeff",-,5,-
0,35481,"MARTIN, Jordan",2000-03-27,1+,-
0,28258,"MARTIN, Liam",1997-03-05,127+,108
0,3892,"MARTIN, Lloyd",1955-07-18,53,30
0,2562,"MARTIN, Paul",1967-06-14,123,144
0,1119,"MARTIN, Peter",-,29,8
0,21524,"MARTIN, Rhyse",1993-03-01,25,114
0,10038,"MARTIN, Ron",1921-03-12,18,28
0,12969,"MARTIN, S",-,10,6
0,10635,"MARTIN, Sam",-,7,9
0,8919,"MARTIN, Sid",-,35,15
0,6141,"MARTIN, Steve",1957-01-07,123,103
0,3918,"MARTIN, Steve",1958-12-19,48,62
0,22622,"MARTIN, Te Maire",1995-10-02,93+,81
0,2301,"MARTIN, Terry",1980-05-25,92,36
0,1253,"MARTIN, Tony",1978-10-07,122,366
0,27172,"MARTIN, W",-,1,-
0,4114,"MARTINE, Gary",1959-10-26,18,4
0,31083,"MARZHEW, Greg",1997-04-04,69+,176
0,4395,"MASA, Santi",-,1,-
0,564,"MASELLA, Martin",1969-11-04,98,20
0,20892,"MASIMA, Sione",1993-02-24,3,-
0,14993,"MASOE, Mose",1989-05-17,63,16
0,10606,"MASON, Alan",1934-07-03,84,18
0,12971,"MASON, Chris",-,6,-
0,4438,"MASON, Danny",-,1,-
0,12972,"MASON, Geoff",1951-11-18,6,-
0,9387,"MASON, George",1906-10-08,43,21
0,47249,"MASON, Heath",2005-06-01,7,6
0,2394,"MASON, Keith",1982-01-20,4,-
0,10207,"MASON, Morry",1919-06-14,10,6
0,7469,"MASON, Ray",-,35,18
0,11197,"MASON, Ron",-,21,3
0,1641,"MASON, Willie",1980-04-15,292,192
0,9381,"MASSEY, Charles",1900-08-14,4,3
0,2564,"MASSEY, Luke",1970-07-07,53,4
0,17154,"MASSEY, Nathan",1991-04-07,6,4
0,4289,"MASSEY, Steve",-,3,-
0,5076,"MASSIE, Dale",-,1,-
0,10453,"MASSINA, Neville",-,8,3
0,4237,"MASSONE, Mark",1959-05-28,5,-
0,4011,"MASTERMAN, Jeff",1957-04-25,70,31
0,12974,"MASTERS, Vere",1891-04-17,1,-
0,10738,"MASULA, Albert",-,2,7
0,20238,"MATA'UTIA, Chanel",1992-08-17,13,28
0,21528,"MATA'UTIA, Pat",1993-11-09,14,8
0,17192,"MATA'UTIA, Peter",1990-11-02,76,92
0,20866,"MATA'UTIA, Sione",1996-06-25,124,124
0,20466,"MATAGI, Suaia",1988-03-23,101,4
0,1760,"MATAI, Steve",1984-08-05,230,406
0,13893,"MATAKA, Willie",1988-10-18,8,4
0,33719,"MATAMUA, Justin",2003-05-27,14+,-
0,14538,"MATAORA, Sam",1990-10-20,63,16
0,12975,"MATCHETT, Lionel",1907-04-10,12,-
0,2462,"MATEO, Feleti",1984-06-02,205,142
0,9905,"MATHER, Arthur",1918-05-03,8,3
0,1832,"MATHER, Barrie-Jon",1973-01-15,24,20
0,2106,"MATHERS, Richard",1983-10-24,6,-
0,10216,"MATHESON, Don",-,20,14
0,1031,"MATHEWS, James",1968-06-01,37,134
0,8770,"MATHIESON, C",-,6,6
0,11395,"MATHIESON, Charles",1884-12-19,5,9
0,46,"MATHIOU, Jamie",1972-09-04,15,8
0,10751,"MATSON, Peter",-,11,54
0,35520,"MATTERSON, Dean",1997-11-20,7+,4
0,9260,"MATTERSON, Frank",1904-02-16,91,87
0,12976,"MATTERSON, Jack",1906-06-03,2,-
0,9185,"MATTERSON, Neil",1899-01-27,68,66
0,4349,"MATTERSON, Paul",1964-07-02,2,-
0,22727,"MATTERSON, Ryan",1994-10-13,177+,104
0,236,"MATTERSON, Terry",1967-03-04,165,746
0,12977,"MATTHEWS, Frank",1907-07-23,10,-
0,12978,"MATTHEWS, Graham",-,4,-
0,9560,"MATTHEWS, Harry",1909-07-19,24,9
0,10758,"MATTHEWS, Jim",1938-01-25,87,145
0,10796,"MATTHEWS, Terry",1940-07-14,55,12
0,10333,"MATTHEWS, Terry",-,13,6
0,7839,"MATTHEWS, Will",1988-03-01,110,20
0,9025,"MATTHEWS, William",1895-06-20,10,6
0,7824,"MATULINO, Ben",1989-01-03,248,72
0,21543,"MAUMALO, Ken",1994-07-16,135+,252
0,12979,"MAUNDER, Cecil",1889-12-00,7,-
0,12980,"MAURICE, Mal",-,2,-
0,5690,"MAURO, Vic",1987-03-24,47,4
0,12981,"MAVIN, Bob",-,6,-
0,1186,"MAVIN, Steve",1968-01-11,101,108
0,5882,"MAXWELL, Col",1917-06-23,43,27
0,52179,"MAXWELL, E",-,1,-
0,12982,"MAXWELL, Fred",-,6,12
0,11035,"MAXWELL, John",1947-08-28,42,29
0,20730,"MAXWORTHY, James",1893-04-07,1,-
0,34365,"MAY, Arthur",-,1,-
0,12984,"MAY, Bob",-,1,-
0,10707,"MAY, Eddie",-,53,12
0,9890,"MAY, Fred",1917-09-07,31,14
0,31352,"MAY, Taylan",2001-08-19,30,68
0,33067,"MAY, Terrell",1999-04-29,53+,28
0,23814,"MAY, Tyrone",1996-06-21,56,40
0,52274,"MAY, William",1890-06-14,5,3
0,8948,"MAY, William",1893-05-10,8,6
0,523,"MAYBON, Rod",1970-01-08,156,199
0,11358,"MAYBURY, Noel",-,56,12
0,6108,"MAYES, Johnny",1947-04-29,134,218
0,10964,"MAYHEW, Graham",1946-07-26,48,15
0,12985,"MAYNE, Ed",-,5,-
0,31296,"MAYO, Frank",-,2,-
0,8971,"MAYO, Lawrie",1889-09-29,11,14
0,4345,"MAYOH, Peter",-,9,-
0,3874,"MAYOH, Steve",1957-01-30,93,37
0,20803,"MBYE, Moses",1993-08-13,194,396
0,13908,"MEAD, David",1988-11-04,171,300
0,5806,"MEAD, Les",1909-06-09,77,434
0,8734,"MEAD, Ted",1882-07-23,46,12
0,9782,"MEADES, Jeff",1915-09-26,7,3
0,9277,"MEADOWS, William",-,7,3
0,47,"MEADS, Andrew",1977-02-02,21,4
0,10494,"MEANEY, Denis",1936-10-01,172,56
0,10774,"MEANEY, Geoff",-,10,9
0,26266,"MEANEY, Nick",1997-09-10,137+,818
0,14995,"MEANEY, Sean",1986-07-08,10,-
0,1663,"MEARS, Robert",1974-09-25,124,132
0,8683,"MEDCALF, Bill",1883-02-19,43,112
0,12986,"MEDINA, George",-,2,-
0,30074,"MEDLYN, Darby",1999-11-07,1,-
0,12987,"MEEHAN, Don",1933-05-04,10,6
0,20836,"MEEHAN, Willis",1995-09-11,1,-
0,12988,"MEGARRITY, Warren",-,7,-
0,9348,"MEIGHAN, Frank",1902-07-05,38,8
0,8674,"MEITHKE, Henry",-,3,2
0,157,"MELI, Francis",1980-08-20,110,240
0,2750,"MELLARS, Vince",1984-01-27,24,24
0,290,"MELLOR, Paul",1974-08-21,221,360
0,968,"MELROSE, Tony",1959-09-07,183,742
0,20756,"MELTON, Cecil",-,1,-
0,12989,"MELVAINE, John",-,5,-
0,9315,"MELVILLE, Bill",1902-01-10,26,12
0,7523,"MELVILLE, Harry",1929-10-13,89,57
0,23014,"MELVILLE, Hector",-,2,-
0,10254,"MELVILLE, Jack",1921-02-11,31,21
0,10950,"MELVILLE, Tom",1945-04-09,73,67
0,11190,"MELVILLE, Wayne",-,8,3
0,12990,"MENDEL, Arthur",1901-04-05,14,-
0,918,"MENINGA, Mal",1960-07-08,166,864
0,48,"MENKINS, Craig",1970-07-06,9,-
0,263,"MENZIES, Steve",1973-12-04,349,722
0,49,"MERCY, Ray",1974-03-25,39,76
0,12533,"MEREDITH, Charles",1881-06-13,11,12
0,4353,"MEREDITH, Darren",1962-08-14,10,-
0,3183,"MEREDITH, Mark",1982-01-29,5,4
0,3878,"MEREDITH, Martin",1958-07-29,45,24
0,10598,"MEREDITH, Peter",-,17,9
0,12991,"MEREDITH, Robert",1886-07-16,1,-
0,3533,"MEREDITH, Steve",1985-08-26,1,-
0,1555,"MERLO, Paul",1955-04-08,149,60
0,10069,"MERRIMAN, Ray",1923-03-15,2,3
0,13731,"MERRIN, Trent",1989-10-07,223,84
0,2754,"MERRITT, Nathan",1983-05-26,237,697
0,3972,"MERRITT, Steve",-,5,-
0,11122,"MERRY, Wayne",1949-09-19,17,15
0,673,"MESCIA, Ciriaco",1973-01-14,128,68
0,4436,"MESKELL, Mark",-,2,-
0,3580,"MESSENGER, Dally",1883-04-12,48,379
0,8834,"MESSENGER, Wally",1891-07-09,98,624
0,10581,"MESSITER, Brian",-,35,84
0,503,"MESTROV, Tony",1970-03-11,47,16
0,10657,"METASSA, Fonda",1938-03-19,13,18
0,10074,"METCALF, Jack",1919-05-16,42,12
0,31349,"METCALF, Luke",1999-03-01,27+,68
0,10441,"METCALFE, Alan",-,13,6
0,3851,"METCALFE, Gary",1955-11-02,107,3
0,1917,"METUISELA, Tevita",1983-10-16,9,-
0,9762,"MEWTON, Ted",1911-04-28,24,6
0,2715,"MEYER, Kieran",1971-12-07,6,4
0,1631,"MEYERS, Brad",1980-01-05,177,72
0,12992,"MEYERS, Jack",1915-03-06,5,-
0,3903,"MICHAEL, David",1958-07-31,55,29
0,11143,"MICHAELS, Ralph",1952-05-15,6,3
0,1911,"MICHAELS, Steve",1987-01-13,119,180
0,21276,"MIDDLEMASS, John",-,1,-
0,10036,"MIDDLETON, Bill",-,31,94
0,52401,"MIDDLETON, Bill",-,11,3
0,5895,"MIDDLETON, Keith",1931-03-07,91,63
0,9614,"MIDSON, Les",-,14,5
0,12994,"MIDSON, Les",1906-05-09,13,18
0,1003,"MIENI, Scott",1965-04-17,42,40
0,13906,"MIKA, Constantine",1989-09-14,14,4
0,28209,"MIKAELE, Thomas",1998-01-11,79+,-
0,893,"MILES, Gene",1959-07-21,72,80
0,1421,"MILES, Robert",1976-08-21,136,166
0,2791,"MILES, Troy",-,3,4
0,20350,"MILFORD, Anthony",1994-07-11,219,395
0,203,"MILFORD, Asa",1969-10-13,22,12
0,1319,"MILFORD, Laloa",1976-09-20,52,84
0,10315,"MILGATE, Philip",1925-06-06,3,9
0,10100,"MILLAR, Charlie",-,16,28
0,2807,"MILLAR, Jarrad",-,7,8
0,3522,"MILLARD, Daryl",1985-02-20,63,80
0,9183,"MILLARD, Dud",1901-04-18,48,41
0,2204,"MILLARD, Shane",1975-07-30,48,20
0,9458,"MILLER, A",-,2,6
0,38631,"MILLER, Alan",-,4,-
0,7506,"MILLER, Bill",1932-12-14,45,18
0,12997,"MILLER, E",-,3,-
0,10186,"MILLER, Fred",1925-07-20,11,12
0,938,"MILLER, Gavin",1960-01-04,222,51
0,4372,"MILLER, Glenn",1964-02-10,88,44
0,10916,"MILLER, Greg",-,12,3
0,12998,"MILLER, Harold",-,1,-
0,8636,"MILLER, Horrie",1882-07-17,16,56
0,12999,"MILLER, Ian",-,6,-
0,16929,"MILLER, Jacob",1992-08-22,9,11
0,10976,"MILLER, John",-,8,9
0,47752,"MILLER, Jordan",2005-02-07,2,-
0,797,"MILLER, Josh",1982-12-23,122,16
0,33068,"MILLER, Lachlan",1994-08-14,19,72
0,2718,"MILLER, Marshall",-,7,16
0,17313,"MILLER, Norm",-,34,-
0,9001,"MILLER, R",-,49,121
0,37742,"MILLER-STEPHEN, Arthur",2003-05-10,1,4
0,13001,"MILLIGAN, Herbert",1911-04-06,2,-
0,7731,"MILLINGTON, Grant",1986-11-01,55,32
0,10593,"MILLINGTON, Ray",1932-05-15,18,3
0,1491,"MILLS, Jared",1976-02-11,22,24
0,6359,"MILLS, Jim",1944-09-29,37,24
0,32723,"MILLS, Ken",-,1,-
0,1187,"MILLS, Michael",1967-02-18,16,4
0,11114,"MILLS, Paul",-,58,45
0,2644,"MILLS, Stephen",-,4,-
0,17166,"MILLS, Stewart",1991-12-11,16,24
0,6321,"MILLWARD, Roger",1947-09-16,14,37
0,2243,"MILNE, David",1986-01-22,50,92
0,22726,"MILNE, Taane",1995-05-19,88,102
0,13002,"MILNE, Walter",1884-08-05,2,-
0,21704,"MILONE, Nathan",1994-03-18,6,-
0,10137,"MILTON, Don",1923-12-22,78,69
0,3108,"MILTON, Luke",1982-03-18,9,18
0,834,"MINICHIELLO, Anthony",1980-05-24,302,557
0,1375,"MINICHIELLO, Mark",1982-01-30,259,192
0,5215,"MINTO, John",1972-01-10,15,16
0,20720,"MINTO, Matt",1990-12-18,2,-
0,817,"MINTO, Scott",1978-09-20,53,60
0,13004,"MIRANDA, Lorance",1894-08-24,7,-
0,13005,"MIRANDA, Ray",1920-05-04,1,-
0,3811,"MIRANDA, Wayne",1957-07-03,91,541
0,25328,"MISKI, Abbas",1995-07-25,6,8
0,13006,"MISON, Eph",1883-03-20,5,-
0,15029,"MITCHELL, Anthony",1989-05-27,38,16
0,20818,"MITCHELL, Archie",1889-07-02,3,-
0,9733,"MITCHELL, Aub",1915-08-09,43,54
0,6482,"MITCHELL, Billy",1890-11-28,5,3
0,10113,"MITCHELL, Billy",1922-07-20,2,3
0,32729,"MITCHELL, J",-,1,-
0,22609,"MITCHELL, Latrell",1997-06-16,171+,"1,165"
0,13007,"MITCHELL, Ossie",1919-10-28,1,-
0,10091,"MITCHELL, Roy",-,3,3
0,32698,"MITCHELL, Shaq",1996-03-19,20+,4
0,13008,"MITCHELSON, Clarrie",1910-03-18,6,-
0,7721,"MOA, Sam",1986-08-14,97,36
0,2907,"MOALA, Fifita",1980-08-30,39,80
0,31348,"MOALE, Davvy",2003-03-23,54+,12
0,355,"MOANA, Martin",1973-08-13,6,4
0,11275,"MOASE, Phil",-,21,9
0,31366,"MOCEIDREKE, Laitia",2000-09-06,1,4
0,22757,"MOCEIDREKE, Sitiveni",1994-11-27,1,4
0,20864,"MOEROA, Tepai",1995-10-02,134,40
0,13010,"MOFFAT, Ken",-,3,-
0,3798,"MOFFETT, Dave",1955-10-14,22,3
0,19767,"MOGA, Tautau",1993-12-06,87,144
0,8754,"MOGAN, James",-,20,8
0,1398,"MOGG, Adam",1977-07-31,105,160
0,13012,"MOGRIDGE, Jack",1903-06-28,13,-
0,1164,"MOHR, Clinton",1966-03-29,121,132
0,1402,"MOIMOI, Fuifui",1979-09-26,201,88
0,5933,"MOIR, Ian",1931-07-06,138,357
0,13013,"MOIR, Jim",-,1,-
0,12437,"MOIR, Peter",1882-03-11,10,11
0,13014,"MOKO, Peter",1885-05-09,2,5
0,7279,"MOLINIER, Jacques",-,1,-
0,9162,"MOLLOY, Tom",1901-12-15,49,5
0,13015,"MOLLOY, Tom",1903-01-12,17,-
0,20827,"MOLO, Francis",1994-09-03,138+,40
0,33066,"MOLO, Michael",1997-02-07,31+,8
0,9137,"MOLONEY, Bryan",1901-03-22,2,6
0,7439,"MOLONEY, Justin",-,1,-
0,7434,"MOLTZEN, Tim",1988-09-15,90,160
0,26269,"MOMIROVSKI, Paul",1996-07-19,60,152
0,31365,"MOMOISEA, Jirah",1998-09-02,11,-
0,838,"MONAGHAN, Joel",1982-04-22,173,380
0,824,"MONAGHAN, Michael",1980-05-13,126,108
0,9534,"MONAGHAN, Tom",1904-11-26,33,33
0,9760,"MONAGLE, George",-,7,9
0,10591,"MONEY, Ray",-,28,51
0,3554,"MONIE, John",1946-10-06,48,32
0,9936,"MONTGOMERY, Charlie",1924-07-01,54,38
0,3947,"MONTGOMERY, Chris",1958-07-01,31,17
0,13017,"MONTGOMERY, Ernest",1888-09-27,2,-
0,16068,"MONTGOMERY, Glenn",1964-02-13,1,-
0,13016,"MONTGOMERY, Graham",-,1,-
0,9329,"MONTGOMERY, Joe",1901-05-11,52,33
0,4271,"MONTGOMERY, Rick",-,3,-
0,22989,"MONTOYA, Marcelo",1996-02-17,136+,196
0,1278,"MOODIE, Jason",1974-05-29,172,336
0,10497,"MOON, Bob",-,19,21
0,1032,"MOON, David",1964-05-28,91,94
0,696,"MOON, Dean",1975-04-06,17,40
0,10421,"MOON, Jack",-,58,27
0,1033,"MOON, Jason",1967-01-08,67,48
0,3723,"MOON, Joel",1988-05-20,82,100
0,7564,"MOON, Ray",-,3,-
0,17303,"MOONEY, Dave",1956-11-16,4,-
0,8981,"MOONEY, Francis",1895-10-04,6,3
0,13018,"MOONEY, John",-,1,-
0,3064,"MOONEY, Phil",1976-11-20,1,-
0,3876,"MOONEY, Tom",1952-03-16,224,336
0,33403,"MOONEY, Trey",2002-05-04,21+,8
0,3411,"MOORE, Alex",1981-04-02,3,-
0,9675,"MOORE, B",-,1,3
0,30650,"MOORE, Bill",-,3,-
0,249,"MOORE, Billy",1971-05-07,211,136
0,6038,"MOORE, Brian",1944-04-19,173,270
0,256,"MOORE, Danny",1971-11-02,121,164
0,10587,"MOORE, Doug",-,23,38
0,8840,"MOORE, Frank",-,36,15
0,10609,"MOORE, Fred",-,20,21
0,8969,"MOORE, George",-,43,9
0,11345,"MOORE, Greg",-,38,6
0,1243,"MOORE, Kevin",1965-11-30,37,28
0,9379,"MOORE, Les",1907-03-28,44,30
0,13021,"MOORE, Manfred",1950-12-22,5,3
0,459,"MOORE, Marty",1969-11-05,53,64
0,8650,"MOORE, S",-,5,9
0,2399,"MOORE, Scott",1988-01-23,6,-
0,8884,"MOORE, Tom",1880-06-11,6,6
0,14264,"MOORE, W",-,1,-
0,11225,"MOORE, Wayne",-,31,15
0,713,"MOORS, Jeremy",1971-10-07,10,12
0,5545,"MOORS, Junior",1986-07-30,69,4
0,1292,"MORAN, Dennis",1977-01-22,36,32
0,13022,"MORAN, F",-,2,-
0,10922,"MORAN, Grahame",-,122,83
0,9494,"MORAN, James",1907-01-13,13,3
0,11016,"MORAN, John",1948-03-19,85,72
0,9791,"MORAN, Michael",1913-04-02,21,3
0,1371,"MORAN, Mick",1983-08-16,11,8
0,11063,"MORASCHI, Laurie",1942-12-22,72,24
0,5297,"MORCOMBE, Chris",1975-05-27,22,36
0,26376,"MORELLI, Jack",1904-08-15,2,-
0,34199,"MORETTI, Luca",2000-04-19,22+,8
0,3413,"MORGAN, Aaron",1978-11-21,2,8
0,13024,"MORGAN, Ambrose",-,3,-
0,1730,"MORGAN, Dane",1979-01-30,7,-
0,652,"MORGAN, Garrick",1970-01-25,2,-
0,10877,"MORGAN, Gil",1946-09-03,4,3
0,16650,"MORGAN, Jim",1943-06-13,110,32
0,6015,"MORGAN, John",1941-03-19,115,63
0,484,"MORGAN, Justin",1975-08-02,133,52
0,16886,"MORGAN, Kane",1990-01-15,1,-
0,14542,"MORGAN, Michael",1991-12-27,168,237
0,13026,"MORGAN, Noel",-,3,-
0,9874,"MORGAN, Pat",1917-11-30,30,97
0,16579,"MORGAN, Ryan",1990-05-04,92,124
0,51,"MORGANSON, Willie",1972-09-11,30,32
0,11032,"MORITZ, Derek",-,80,295
0,9406,"MORK, Charlie",-,21,18
0,13027,"MORK, Eric",1912-10-13,1,-
0,9440,"MORK, Hans",1909-02-12,73,62
0,843,"MORLEY, Adrian",1977-05-10,113,28
0,13028,"MORLEY, Jack",-,1,-
0,28230,"MORLEY, Les",-,13,-
0,5074,"MORLEY, Mark",-,1,-
0,4047,"MOROKO, George",1957-01-05,48,26
0,11214,"MOROKO, Nick",-,12,3
0,8682,"MORONEY, Dick",1885-05-09,24,42
0,8726,"MORONEY, John",1882-04-05,15,3
0,13029,"MORRELL, Alan",-,1,-
0,756,"MORRIN, Brad",1981-09-23,56,12
0,33449,"MORRIN, Kurtis",2000-03-17,38+,16
0,8695,"MORRIS, Aney",1882-09-25,22,26
0,9913,"MORRIS, Arthur",-,23,9
0,10001,"MORRIS, Billy",1923-07-27,18,6
0,3701,"MORRIS, Brett",1986-08-23,276,704
0,9591,"MORRIS, Charlie",-,6,6
0,13030,"MORRIS, Cyril",1888-05-06,2,-
0,5224,"MORRIS, Dean",-,2,-
0,10750,"MORRIS, Henry",-,18,3
0,9156,"MORRIS, Jim",1895-03-29,35,6
0,762,"MORRIS, John",1980-07-29,300,221
0,5548,"MORRIS, Josh",1986-08-23,325,632
0,9085,"MORRIS, L",-,19,6
0,52,"MORRIS, Paul",1973-01-05,6,4
0,4053,"MORRIS, Paul",1962-09-08,39,36
0,9395,"MORRIS, Ray",1908-04-04,57,93
0,1511,"MORRIS, Rod",1950-06-12,55,12
0,13031,"MORRIS, Sid",1915-12-15,8,-
0,969,"MORRIS, Steve",1957-06-19,247,439
0,768,"MORRISON, Glenn",1976-05-28,222,292
0,9524,"MORRISON, Jack",1905-07-26,53,43
0,9588,"MORRISON, Jim",1902-01-31,5,6
0,13032,"MORRISON, Kerry",-,2,-
0,9911,"MORRISSEY, John",-,29,15
0,1034,"MORRISSEY, Les",1965-09-28,71,24
0,17223,"MORROW, Wayne",1962-08-12,1,-
0,10204,"MORT, Ernie",-,25,9
0,1142,"MORTIMER, Chris",1958-08-19,252,209
0,13901,"MORTIMER, Daniel",1989-06-13,128,104
0,4234,"MORTIMER, Glen",-,29,12
0,3792,"MORTIMER, Peter",1957-12-22,191,272
0,1548,"MORTIMER, Steve",1956-07-15,273,270
0,3605,"MORTON, Andy",1882-04-23,20,42
0,13033,"MORTON, D",-,4,-
0,10196,"MORTON, George",-,3,6
0,13034,"MORTON, Grant",-,5,-
0,13035,"MORTON, Reg",-,10,3
0,1914,"MORWOOD, Phil",1982-06-17,8,-
0,11013,"MOSCATT, Peter",1943-03-16,82,21
0,11273,"MOSELEY, Don",1954-04-04,100,355
0,20913,"MOSELEY, Kierran",1994-05-14,21,4
0,2574,"MOSELEY, Michael",1960-11-13,92,24
0,1660,"MOSELEY, Tate",1977-03-21,15,4
0,10851,"MOSES, Bob",1940-07-26,110,51
0,5274,"MOSES, John",1971-05-22,4,-
0,20851,"MOSES, Mitchell",1994-09-17,225+,"1,301"
0,10602,"MOSES, Ron",-,23,6
0,13036,"MOSES, Vic",1911-08-13,4,-
0,10495,"MOSMAN, Kevin",-,57,57
0,13037,"MOSMAN, Michael",1956-03-23,43,-
0,10986,"MOSS, Malcolm",-,23,38
0,868,"MOSS, Michael",-,18,16
0,10578,"MOSSMAN, Vic",1934-12-02,6,6
0,8041,"MOSSOP, Lee",1989-01-17,3,-
0,5956,"MOSSOP, Rex",1928-02-18,129,33
